country_code,country,year,total_all_causes,cardiovascular,ischaemic_heart,stroke,all_cancers,colorectal_cancer,lung_cancer,diabetes,liver_cirrhosis,alcohol_disorders,respiratory,suicide
NL,Netherlands,2004,,392.6,120.6,98.2,312.4,36.5,,32.7,5.8,1.3,114.6,
NL,Netherlands,2005,,373.4,111.8,90.2,312.2,37.5,,32.0,5.8,1.5,126.0,
NL,Netherlands,2006,,351.2,102.6,84.2,307.1,37.6,,29.1,5.6,1.3,117.6,
NL,Netherlands,2007,,335.2,95.4,78.0,303.0,37.8,73.3,26.5,5.7,1.3,112.6,
NL,Netherlands,2008,,321.5,89.3,74.4,303.4,36.8,72.9,25.2,5.6,1.3,111.7,
NL,Netherlands,2009,,303.4,81.5,70.5,301.3,36.3,71.7,23.4,5.5,1.5,110.1,
NL,Netherlands,2010,,297.1,77.5,67.7,302.6,37.1,72.0,22.5,5.0,1.1,99.9,
NL,Netherlands,2011,1005.66,294.87,74.4,65.27,300.61,36.53,72.45,20.77,5.13,1.3,102.83,
NL,Netherlands,2012,1021.54,289.98,71.63,64.08,297.76,37.39,69.45,20.57,5.13,1.28,109.21,
NL,Netherlands,2013,1003.64,282.89,66.54,69.15,284.39,33.9,67.6,20.91,4.73,2.72,90.12,
NL,Netherlands,2014,958.23,271.86,62.44,67.03,282.24,32.9,66.72,19.33,4.92,2.6,74.15,
NL,Netherlands,2015,991.78,275.39,61.64,67.24,283.99,33.47,65.77,19.52,5.04,2.93,87.87,
NL,Netherlands,2016,980.31,264.42,58.12,64.82,285.05,33.1,65.98,19.23,5.29,3.0,80.66,
NL,Netherlands,2017,967.83,254.42,54.49,61.3,276.68,31.67,62.71,18.19,5.17,2.95,85.73,
NL,Netherlands,2018,,246.67,53.9,59.97,269.77,30.64,61.21,17.04,5.18,3.25,90.63,
NL,Netherlands,2019,,239.04,51.6,59.18,266.63,28.92,59.19,16.89,5.03,2.76,79.28,
NL,Netherlands,2020,,219.67,48.91,54.89,261.26,27.11,57.2,17.04,5.35,2.99,64.3,
NL,Netherlands,2021,,219.85,48.19,54.74,256.18,26.26,56.16,16.79,5.07,3.0,60.14,
NL,Netherlands,2022,990.08,225.66,48.98,55.04,254.05,25.65,55.33,17.03,5.41,3.25,76.05,
NL,Netherlands,2023,965.04,220.6,46.9,54.08,247.64,24.64,52.97,16.27,5.22,3.34,81.01,
PL,Poland,1994,,1032.7,169.3,140.8,314.7,31.6,,24.1,17.0,3.7,61.3,
PL,Poland,1995,,1000.7,164.4,140.9,318.6,32.3,,21.8,17.5,5.1,63.7,
PL,Poland,1996,,991.8,163.9,145.6,317.6,33.0,,21.7,16.8,4.3,69.0,
PL,Poland,1999,,887.9,258.8,201.4,321.0,33.8,,23.0,18.9,4.4,86.3,
PL,Poland,2000,,847.2,250.2,195.7,329.8,35.6,,22.0,18.0,3.7,87.0,
PL,Poland,2001,,829.3,238.8,196.6,332.2,36.4,,21.4,17.1,3.9,73.2,
PL,Poland,2002,,800.4,227.2,188.6,332.5,36.4,,21.4,16.3,3.5,71.2,
PL,Poland,2003,,806.1,226.0,182.0,329.2,36.2,,21.4,15.9,3.9,78.2,
PL,Poland,2004,,766.0,212.4,173.9,328.8,36.1,,20.3,17.2,4.4,74.3,
PL,Poland,2005,,741.5,209.2,166.2,325.8,35.9,74.6,21.6,18.3,4.3,79.9,
PL,Poland,2006,,717.1,203.4,158.6,323.9,35.8,74.4,23.1,18.6,5.0,76.2,
PL,Poland,2007,,705.5,189.0,151.8,322.8,36.3,74.4,24.0,20.3,5.5,76.9,
PL,Poland,2008,,687.4,188.1,144.2,317.6,37.0,74.4,24.4,20.7,5.2,74.4,
PL,Poland,2009,,687.3,179.7,137.3,312.7,36.7,72.6,24.4,19.3,4.4,77.3,
PL,Poland,2010,,650.6,166.5,130.8,304.2,37.0,71.6,23.0,17.5,3.9,70.4,
PL,Poland,2011,1330.31,641.58,170.14,130.43,297.62,35.8,69.74,23.58,17.66,4.62,72.75,
PL,Poland,2012,1333.2,655.38,158.31,123.29,300.18,36.97,69.68,24.61,17.96,4.24,71.98,
PL,Poland,2013,1308.16,635.35,140.1,114.04,292.43,36.11,68.41,24.93,16.91,3.66,79.8,
PL,Poland,2014,1241.07,591.41,129.09,105.26,292.31,35.95,69.18,22.33,15.8,3.55,69.11,
PL,Poland,2015,1273.62,610.48,128.79,101.06,304.48,37.83,69.55,26.68,15.82,5.28,80.5,
PL,Poland,2016,1218.22,552.73,125.36,93.79,297.42,37.13,68.85,26.18,17.07,6.95,73.58,
PL,Poland,2017,1239.64,537.14,141.22,96.45,290.51,36.64,66.25,27.06,18.31,7.91,83.04,
PL,Poland,2018,,526.13,133.6,92.27,291.23,36.59,66.22,27.16,19.57,8.13,84.85,
PL,Poland,2019,,492.49,136.62,86.92,283.38,35.81,63.61,27.53,19.91,8.59,81.68,
PL,Poland,2020,,523.79,161.47,96.71,279.72,35.63,60.48,35.78,21.45,10.05,84.96,
PL,Poland,2021,,541.44,218.75,93.24,259.86,32.78,56.39,31.55,22.11,8.29,82.34,
PL,Poland,2022,1317.13,489.57,194.61,96.0,268.0,34.44,56.7,32.05,22.77,9.34,88.91,
PL,Poland,2023,1182.22,450.96,185.6,89.87,274.01,33.91,59.12,28.12,20.73,7.23,88.86,
PT,Portugal,1994,,678.4,131.8,368.7,253.5,32.9,31.5,44.3,27.0,0.7,112.1,
PT,Portugal,1995,,670.4,128.6,365.6,261.6,35.2,32.0,42.4,26.6,0.8,123.3,
PT,Portugal,1996,,668.6,130.2,358.5,260.6,34.7,31.9,40.7,27.5,0.9,126.8,
PT,Portugal,1997,,611.8,124.8,321.5,257.8,35.0,32.2,42.4,25.1,0.7,132.4,
PT,Portugal,1998,,600.5,124.5,312.2,257.4,34.7,33.7,44.1,23.6,0.7,134.0,
PT,Portugal,1999,,578.3,119.6,300.8,254.4,36.2,31.9,43.3,21.5,0.7,155.3,
PT,Portugal,2000,,542.9,114.0,280.1,254.3,34.6,32.8,39.1,20.1,0.6,136.9,
PT,Portugal,2001,,520.9,111.3,263.2,254.3,37.4,32.1,48.2,21.3,1.0,115.1,
PT,Portugal,2002,,514.2,114.8,247.1,253.5,36.1,33.6,53.1,17.7,1.6,116.9,
PT,Portugal,2003,,508.9,114.7,238.3,254.9,36.7,34.5,53.6,16.8,1.1,120.1,
PT,Portugal,2004,,451.5,104.0,205.2,246.8,36.5,33.2,51.9,16.9,1.2,106.8,
PT,Portugal,2005,,438.4,99.8,194.6,246.8,36.6,34.0,51.8,15.7,1.1,136.4,
PT,Portugal,2006,,381.2,86.7,167.4,236.7,36.0,33.6,41.4,13.7,1.0,135.0,
PT,Portugal,2007,,385.9,89.0,168.7,245.5,36.9,34.7,47.5,14.9,1.2,124.9,
PT,Portugal,2008,,371.6,83.6,160.2,247.2,37.8,33.5,45.3,13.4,1.4,128.7,
PT,Portugal,2009,,357.5,79.4,152.4,246.3,37.1,34.3,47.8,13.4,1.3,131.2,
PT,Portugal,2010,,347.6,76.1,147.9,246.8,37.4,35.9,47.7,13.1,1.4,122.1,
PT,Portugal,2011,1028.98,321.67,69.0,134.05,246.73,37.16,35.5,44.6,12.56,1.08,122.72,
PT,Portugal,2012,1055.79,325.1,68.04,133.14,244.83,36.35,34.88,46.94,11.61,0.93,139.41,
PT,Portugal,2013,1024.83,304.77,65.6,118.31,242.99,36.1,37.56,42.74,11.11,0.76,123.7,
PT,Portugal,2014,991.41,305.76,69.6,111.01,242.14,35.04,36.36,39.53,10.86,0.83,116.65,
PT,Portugal,2015,1005.36,300.01,67.03,108.31,241.64,34.92,36.93,39.79,9.66,0.76,126.0,
PT,Portugal,2016,1005.03,296.73,66.0,105.61,245.79,34.86,37.08,38.69,10.66,0.82,122.74,
PT,Portugal,2017,980.61,287.08,64.03,99.35,243.5,33.94,37.77,36.27,9.41,0.77,114.99,
PT,Portugal,2018,,287.05,62.71,97.47,243.42,33.0,37.94,36.71,9.61,0.8,116.59,
PT,Portugal,2019,,278.95,60.66,93.32,244.89,32.49,38.22,32.12,9.99,0.88,105.37,
PT,Portugal,2020,,285.0,57.57,95.25,240.46,32.02,37.15,33.94,9.87,1.0,94.51,
PT,Portugal,2021,,247.92,53.56,75.25,226.14,29.06,36.52,27.04,9.73,0.92,80.49,
PT,Portugal,2022,947.32,237.9,52.74,71.53,219.51,27.85,35.35,27.51,8.78,0.75,89.96,
PT,Portugal,2023,885.63,220.81,48.78,67.01,218.22,27.75,35.44,23.71,7.92,0.74,95.48,
RO,Romania,1999,,1379.8,463.2,433.9,234.9,23.4,44.6,12.2,59.9,5.0,121.9,
RO,Romania,2000,,1286.0,429.2,406.2,243.3,24.3,47.4,11.5,58.1,4.4,106.4,
RO,Romania,2001,,1282.5,426.5,405.9,252.2,26.5,48.1,10.9,64.3,4.8,100.1,
RO,Romania,2002,,1337.1,436.1,420.3,252.1,26.6,47.9,11.5,65.1,5.7,108.3,
RO,Romania,2003,,1293.3,416.9,413.1,250.8,26.6,47.7,12.7,59.8,5.1,97.2,
RO,Romania,2004,,1217.9,400.3,394.0,250.6,26.6,47.1,13.0,57.2,4.1,93.4,
RO,Romania,2005,,1218.8,398.5,400.9,254.1,27.8,49.4,12.5,55.0,3.1,88.5,
RO,Romania,2006,,1163.1,389.0,382.6,254.9,29.0,49.3,12.4,51.7,0.9,82.2,
RO,Romania,2007,,1084.7,365.4,347.6,252.9,28.9,49.4,13.3,53.1,0.9,80.4,
RO,Romania,2008,,1044.7,352.4,323.3,257.5,29.5,50.6,12.9,56.9,1.1,75.6,
RO,Romania,2009,,1028.0,343.5,318.0,261.7,30.9,51.9,13.2,60.4,1.1,77.5,
RO,Romania,2010,,1016.3,342.9,314.2,261.6,30.9,51.9,14.1,60.8,1.0,75.5,
RO,Romania,2011,1604.05,1043.44,345.96,317.17,265.43,31.41,52.75,12.58,51.06,0.72,76.4,
RO,Romania,2012,1606.48,1043.25,346.61,312.06,268.67,32.88,53.11,13.07,50.49,0.56,81.24,
RO,Romania,2013,1520.65,968.6,323.9,295.0,269.76,32.5,53.17,12.52,46.73,0.6,75.66,
RO,Romania,2014,1516.64,950.84,319.95,279.26,273.22,32.39,54.17,12.58,47.77,1.44,78.4,
RO,Romania,2015,1529.97,955.16,324.98,269.85,275.33,33.66,54.85,13.99,45.67,1.17,86.25,
RO,Romania,2016,1479.39,900.25,299.93,256.69,277.32,35.16,54.02,14.8,46.5,1.39,81.99,
RO,Romania,2017,1479.85,892.82,294.47,251.26,275.59,34.51,53.92,14.06,47.33,1.28,86.86,
RO,Romania,2018,,873.55,289.81,247.15,273.22,35.03,52.61,15.04,47.87,1.13,94.6,
RO,Romania,2019,,830.59,282.9,220.15,264.2,33.82,51.13,15.52,46.8,1.26,96.51,
RO,Romania,2020,,918.16,311.92,230.92,260.34,34.27,49.08,21.39,46.08,1.24,115.31,
RO,Romania,2021,,1005.42,333.78,245.55,243.19,33.45,43.72,23.43,46.37,1.49,130.11,
RO,Romania,2022,1570.46,924.54,307.13,224.6,240.82,33.68,44.59,19.6,44.89,1.35,113.1,
RO,Romania,2023,1376.06,787.06,257.26,187.66,241.53,33.11,45.52,15.67,39.69,1.11,108.93,
SE,Sweden,1994,,590.7,303.9,129.5,258.7,31.1,35.8,18.8,7.1,4.3,91.4,
SE,Sweden,1995,,593.4,306.3,126.8,262.9,31.9,37.1,20.3,7.5,3.9,93.7,
SE,Sweden,1996,,577.8,290.4,127.0,261.5,31.3,37.0,19.7,6.4,3.6,98.8,
SE,Sweden,1997,,559.2,273.4,128.6,266.9,29.9,37.6,20.4,5.8,5.8,86.9,
SE,Sweden,1998,,551.8,266.8,128.0,261.6,30.3,36.8,19.2,7.0,6.1,78.7,
SE,Sweden,1999,,540.6,258.2,124.4,260.2,30.0,37.6,21.9,6.8,5.8,84.0,
SE,Sweden,2000,,519.4,242.8,121.6,258.6,30.6,37.4,21.3,6.5,5.2,80.7,
SE,Sweden,2001,,506.6,237.7,117.7,262.3,31.8,39.0,22.3,7.1,3.8,72.3,
SE,Sweden,2002,,498.2,233.8,117.1,257.4,30.7,38.6,22.7,7.2,4.3,77.5,
SE,Sweden,2003,,480.7,224.9,111.3,258.9,30.5,38.5,22.4,7.5,4.6,73.2,
SE,Sweden,2004,,450.4,208.6,104.1,259.2,30.1,40.2,22.8,7.2,4.9,66.5,
SE,Sweden,2005,,438.0,202.2,94.9,257.1,29.9,41.9,22.8,7.5,3.8,70.6,
SE,Sweden,2006,,427.9,198.2,91.6,255.6,30.8,41.1,22.6,7.5,3.4,63.2,
SE,Sweden,2007,,416.4,186.0,87.1,251.1,30.5,40.3,22.0,7.0,3.5,63.2,
SE,Sweden,2008,,406.3,180.4,90.7,247.1,30.5,41.1,22.2,7.2,3.3,64.2,
SE,Sweden,2009,,388.0,168.3,85.7,244.1,29.7,39.8,21.2,6.8,3.3,62.4,
SE,Sweden,2010,,381.3,160.6,80.7,240.0,28.9,40.2,21.0,6.6,2.9,54.7,
SE,Sweden,2011,970.16,378.19,155.23,81.14,238.32,29.72,40.07,21.2,6.5,2.66,62.13,
SE,Sweden,2012,979.82,373.36,150.54,78.07,239.6,29.14,38.99,21.03,7.17,2.01,66.33,
SE,Sweden,2013,950.13,354.16,139.22,72.74,236.86,29.5,38.83,20.92,6.3,2.01,64.24,
SE,Sweden,2014,922.22,338.37,131.21,68.31,234.75,29.2,38.65,19.58,7.31,2.38,58.08,
SE,Sweden,2015,926.7,326.58,123.92,63.08,231.57,28.72,37.49,20.69,6.68,2.28,65.37,
SE,Sweden,2016,913.05,318.63,117.35,61.48,229.4,28.25,37.58,20.8,7.52,2.25,62.97,
SE,Sweden,2017,909.21,307.45,111.04,56.84,229.56,27.62,37.95,22.21,6.97,2.35,66.59,
SE,Sweden,2018,,296.34,105.76,55.53,221.32,26.29,35.27,21.13,7.09,2.6,68.16,
SE,Sweden,2019,,272.03,95.69,50.42,216.67,26.3,34.27,19.99,7.29,3.08,59.14,
SE,Sweden,2020,,267.3,92.66,48.81,214.14,26.38,33.53,21.98,6.83,2.96,52.2,
SE,Sweden,2021,,257.05,88.64,47.32,206.62,25.66,32.52,20.79,7.12,3.11,46.71,
SE,Sweden,2022,857.39,258.72,85.51,44.6,205.02,25.55,31.73,21.13,7.67,2.83,55.83,
SE,Sweden,2023,836.21,246.88,81.35,42.55,202.58,25.69,31.51,20.95,7.73,3.46,58.09,
SI,Slovenia,1994,,807.7,270.9,228.9,328.8,41.5,62.4,37.4,43.9,5.4,110.6,
SI,Slovenia,1995,,736.7,208.1,217.2,334.2,49.7,64.6,45.6,42.6,5.9,137.0,
SI,Slovenia,1996,,713.0,203.7,212.9,332.0,45.1,61.8,35.2,40.2,4.5,125.1,
SI,Slovenia,1997,,670.4,236.8,192.7,346.9,47.8,61.5,59.9,36.1,7.5,148.1,
SI,Slovenia,1998,,684.5,234.0,187.4,334.1,44.8,59.8,37.4,36.8,6.4,138.3,
SI,Slovenia,1999,,655.5,220.6,182.6,329.8,45.8,62.5,32.4,38.8,5.7,135.4,
SI,Slovenia,2000,,620.9,201.0,167.5,326.3,43.8,58.9,39.2,40.6,7.1,124.3,
SI,Slovenia,2001,,587.9,189.9,158.2,323.8,41.8,58.6,42.8,41.8,7.4,112.5,
SI,Slovenia,2002,,585.1,172.4,162.8,327.7,46.4,57.8,45.5,36.6,7.8,117.0,
SI,Slovenia,2003,,595.4,180.3,159.1,324.9,47.9,60.9,51.0,39.3,5.5,129.7,
SI,Slovenia,2004,,553.0,156.5,143.3,317.8,43.8,61.6,45.7,34.5,5.3,117.4,
SI,Slovenia,2005,,585.1,153.3,126.2,316.2,41.8,62.4,37.6,27.6,4.8,107.2,
SI,Slovenia,2006,,527.4,128.5,105.1,319.1,42.7,60.1,26.5,30.6,3.8,91.5,
SI,Slovenia,2007,,531.9,126.8,114.9,327.3,47.8,63.2,17.5,33.2,3.4,74.2,
SI,Slovenia,2008,,481.7,124.6,127.7,329.5,44.9,60.8,16.7,32.5,5.7,76.8,
SI,Slovenia,2009,,478.0,120.7,136.9,324.4,45.6,55.9,13.7,32.1,5.8,81.6,
SI,Slovenia,2010,,451.5,121.3,119.5,324.5,44.7,59.7,14.2,31.3,6.9,69.5,
SI,Slovenia,2011,1104.39,466.33,125.49,114.79,319.11,43.36,58.61,16.11,29.56,6.34,76.33,
SI,Slovenia,2012,1096.6,466.18,119.03,115.1,305.81,40.87,57.19,18.26,30.77,7.88,87.08,
SI,Slovenia,2013,1072.08,451.54,111.25,110.15,314.66,41.3,54.73,18.01,27.19,9.64,80.41,
SI,Slovenia,2014,1018.63,451.26,102.82,108.45,299.91,38.38,58.57,15.36,24.11,9.67,66.34,
SI,Slovenia,2015,1041.14,449.64,113.08,105.61,310.52,39.55,58.97,16.84,20.44,12.83,71.38,
SI,Slovenia,2016,1013.64,431.65,99.32,104.38,308.51,39.12,58.28,15.21,17.94,13.88,67.88,
SI,Slovenia,2017,1014.74,421.22,99.82,100.34,304.76,33.38,58.38,16.39,17.69,16.48,65.54,
SI,Slovenia,2018,,403.43,97.32,99.06,309.31,36.1,56.28,14.4,19.42,16.47,53.93,
SI,Slovenia,2019,,393.6,91.13,94.32,290.1,31.73,55.6,19.19,18.72,21.39,52.38,
SI,Slovenia,2020,,377.11,83.79,91.93,290.66,30.86,53.25,20.93,17.55,17.33,38.59,
SI,Slovenia,2021,,361.2,88.73,87.93,277.34,29.81,51.35,22.17,16.66,15.61,31.52,
SI,Slovenia,2022,999.03,332.86,83.47,81.19,280.45,27.6,47.61,14.39,13.74,15.69,31.48,
SI,Slovenia,2023,931.91,351.95,86.22,84.62,286.91,27.65,50.82,14.02,12.44,20.42,34.73,
SK,Slovakia,1996,,1044.6,519.3,183.6,335.8,48.8,62.0,19.2,24.2,0.2,139.3,
SK,Slovakia,1997,,1057.6,520.4,182.7,335.9,50.2,61.8,19.8,26.0,0.3,138.8,
SK,Slovakia,1998,,1100.6,532.4,190.7,364.3,55.9,64.0,24.1,32.0,0.1,86.0,
SK,Slovakia,1999,,1037.2,533.6,166.4,349.6,57.6,61.2,32.8,33.0,,93.2,
SK,Slovakia,2000,,1047.9,577.4,168.5,349.4,54.2,63.8,24.1,31.6,,104.6,
SK,Slovakia,2001,,1057.4,573.5,172.3,343.9,53.7,59.4,23.5,30.8,,98.5,
SK,Slovakia,2002,,1033.0,561.5,173.7,328.5,53.1,56.0,22.3,32.5,0.0,104.7,
SK,Slovakia,2003,,1037.0,580.1,172.8,325.5,51.8,54.2,24.0,30.3,,112.1,
SK,Slovakia,2004,,1007.3,560.7,167.5,321.6,52.2,54.9,22.6,27.6,0.0,100.8,
SK,Slovakia,2005,,1025.4,550.1,148.6,323.6,51.9,55.8,21.9,30.9,,104.0,
SK,Slovakia,2006,,996.8,496.0,135.4,314.7,51.4,53.3,21.7,31.4,,95.6,
SK,Slovakia,2007,,960.9,535.9,168.8,316.3,49.9,52.4,18.6,31.8,,99.1,
SK,Slovakia,2008,,914.3,562.6,193.2,312.5,50.3,52.5,18.1,31.1,,91.2,
SK,Slovakia,2009,,885.7,542.3,184.1,305.3,47.9,51.2,19.3,30.0,0.0,93.8,
SK,Slovakia,2010,,877.9,528.6,177.6,307.5,47.0,52.1,18.2,28.0,,97.1,
SK,Slovakia,2011,1475.48,746.47,436.36,165.9,326.0,52.36,53.58,21.91,31.05,2.1,92.28,
SK,Slovakia,2012,1465.34,714.17,428.89,160.78,319.84,51.68,52.75,25.66,33.07,1.91,87.97,
SK,Slovakia,2013,1418.12,711.72,433.33,144.77,327.06,53.59,52.06,20.54,27.47,1.42,86.05,
SK,Slovakia,2014,1353.52,654.61,388.89,145.02,324.07,49.15,49.99,23.06,27.25,2.97,74.9,
SK,Slovakia,2015,1390.61,662.32,399.45,148.75,320.16,49.48,50.37,18.75,29.03,2.53,92.18,
SK,Slovakia,2016,1323.93,620.27,359.25,141.75,315.13,49.53,51.27,18.72,28.16,2.7,78.64,
SK,Slovakia,2017,1335.86,644.24,370.26,132.72,311.36,46.36,48.95,17.5,26.04,2.63,94.59,
SK,Slovakia,2018,,597.11,333.38,122.55,310.64,47.81,48.89,19.73,32.82,3.26,86.96,
SK,Slovakia,2019,,567.83,328.41,104.45,293.29,44.26,43.74,15.87,31.57,4.46,78.57,
SK,Slovakia,2020,,607.09,379.52,112.31,301.78,46.29,47.54,19.0,30.93,3.71,94.86,
SK,Slovakia,2021,,641.22,397.68,116.96,275.1,41.37,41.38,18.14,34.39,3.05,158.13,
SK,Slovakia,2022,1381.0,627.77,382.68,113.18,267.67,38.98,41.58,16.59,34.53,2.76,128.8,
SK,Slovakia,2023,1215.64,600.47,340.14,79.97,270.25,35.83,41.28,10.76,27.54,1.09,104.88,
